donation_id,account_id,amount,is_revenue,close_date
0x57753CF9EFABF8B55188F1CAED198C52,0xB8BFD1AB6422919E45EF86FC06B245A0,$60.00,True,2023-02-15
0x8A6A33D7099534EBECE95558C4225DD0,0x77F0FE17A727420D8B52AD70E0C50F91,$20.00,True,2021-03-11
0xE9AA5F18805EA563269F04A8053D15E4,0x53E2FB7D75428D39F73ABAAB9CE2F0F4,$100.00,False,2022-08-24
0x32E23BE50211393DD3841BF39F24DA3E,0x72E92837692A2832987E07AF95A46E3A,$100.00,True,2020-07-31
0x17A384465E15209F3F995390BDCE7E02,0x174EE34BF8384B56D73726A04FD33423,$7.14,False,2023-06-15
0x687D967A6E393D45129777B3E6228627,0x59F17DDF3447C98D49362DB7CCCAFA5A,$50.00,False,2020-07-15
0x595423232D9C61BC9894372626187029,0xF82CC7CE3EB842944EC53774D41EF545,$0.00,False,2021-07-01
0xD704E50CAE1265AED6CE6740E2B68553,0x681AD055956D62F731BA9A2FF4F8FE90,$10.00,False,2020-10-20
0x7FEBF70E4ABA95A04765CCCA3FFBBCA2,0xE82836ACE74CEE3FCD93909F5AF584DA,$25.00,False,2022-06-29
0xE255988BC18E1FB1AFF4FFB10712F493,0x0CF1231C584012DA613A9BAFD2CFAA57,$50.00,True,2022-08-06
0x522EE4C525CA1BF6F0141001AB57EFE1,0x703D3AAD28DD4427A9592BCC1B6B428E,$150.00,False,2020-04-15
0x3C7C7094504EF828AE03493CEE77F2A8,0xB974BCA535B33DC6FD0ACD9AC3C6FDC2,$300.00,False,2022-07-25
0x66AAB8222BE0AAE164B531BF798CF6D5,0xD34FE50ED1B96D1C9D2308CD86F13530,$20.00,True,2023-01-02
0xBB71EC6A76388FCC67A68BAA851D6122,0x52576815EA8A926EBE54DF1CF0485148,"$1,030.00",False,2021-06-15
0x369B717970014D5C611E9B4CC74FE421,0x6064CB9AD5F1F19593D43DAF5A40CAD0,$63.00,False,2022-02-28
0x243D733FB3FBC95B664155FB5CE6D800,0x056DD0952427F073C9423F0B837227B7,$20.00,False,2021-04-15
0x4328FBB0101BA236A2D7C2FE9C1D83C4,0x7DE8F243F015AA743B181506D4E0112E,$10.00,True,2022-01-26
0x37A507F6768B4EC63A62F544042D0F95,0x54EF50CE30FA97D08B571C9D0E14A141,$30.00,False,2022-05-31
0xF645D46FE91445D95EF130B763E56441,0x5D69AC59187D4DA14B6AF2BF932EA5BC,$0.00,False,2022-05-16
0x9F4E018C86D78FBDE4FD448D985E2E42,0x800AEC7C80836ADA761438BBC744F7C9,$100.00,False,2022-05-31
0x7ACFA44BC7C89575461FABEDB37CB127,0xD34FE50ED1B96D1C9D2308CD86F13530,$15.00,True,2023-01-17
0xDCE0CC4A0E0DD9D8BE433447F3349424,0xC1638AC40976514922330766B0CDA0E1,$10.00,False,2022-06-29
0x5E669C44AAF51848D5168B1CDD04A897,0x407FC19769CA64841C2FA51A2F659091,$20.00,False,2023-07-24
0x7A3B90EE98D4B31774594837A17A6B67,0x2CE8D27B9CCAF12044EE4A9FF2F60957,$50.00,False,2021-12-28
0xFDB798251CE54E903956C7D7C4E38BB8,0x0D3BF74E59D7B827B44B9E39A827A669,$21.00,True,2022-02-15
0xFC36A89A570A5432D411D35DDFF52361,0xBFD9454538373DA7734343CD540271E2,$0.00,False,2020-02-20
0x7D6BF32A6BA42EC18272E557E84246A2,0x6A5DAE3C7DF115A891F9F669F116BDA8,$20.00,False,2022-05-16
0xC2618813EC2648DE1032AD6A715CAA84,0x3150DEF2B9204BC4EC352C60C5243D20,$0.00,True,2022-11-07
0xD6226573923C8102D338997D0E410CBC,0xAB7B829B9A1721326A19A7131A2659CC,$18.74,True,2022-05-16
0x8E63AB8E07B46B6E016D867E5E60C981,0x5F0B654039779266EDD0CD47B012EE65,$10.00,False,2021-12-15
0x7F9DCD76F9DFFFE243F9E138B1F27C1D,0x6F834840F089065570FDDCFCA973BF95,$15.00,False,2022-06-15
0x34C14D23EEA76FD89A842E72B2B44BF0,0x4EFCD7BC6A74CD73B33EE63416C0F486,$0.00,True,2022-05-16
0xD8EA02D3F01FD93B0EBD89FF9986D386,0xD34FE50ED1B96D1C9D2308CD86F13530,$20.00,True,2020-08-15
0x029F36DB0DA9837D92F36B8FEF5B0069,0x6D300FDEC2E7CE914BF9A09AD0BB35E6,$50.00,True,2020-01-15
0xE9D967D06CA544EBA6FC33D16543B292,0x752B95389305BA0546668F1D5AD9AF7B,$15.00,False,2023-02-15
0xE0C6031F85A83B1A7A0E5668B5EE9F0A,0x9E9C48E862F0E0C4D91C738A08ED424F,$25.00,True,2020-12-15
0x74C066C18F4C6A16CBA26CFDCA6CE622,0xE01C34530762C922533C3F891F25F8BC,$15.00,True,2020-06-15
0xA01F7604E70A72C948006F836F2376F9,0x9B07F869CD869A469B98102D49268503,$50.00,True,2020-07-15
0x99D4333DABA32B289AFA777D2F36EE79,0x5B4A6779189F1D737F1ECD680CADC930,$30.00,True,2020-06-15
0x9AD6FE9810BEDFE17388B28148361562,0x70B21042412F8783834271FD724B1076,$0.00,True,2022-05-31
0x79C10D313A58D5878650105CFF707671,0xB7927E8AE7D603C068CE83D81172A66A,$50.00,True,2022-08-15
0x8BF1D3A16615A6BF78EB41AE6E713A5F,0x90FC471C3F3082D3C0060FD29C9E3519,$10.00,True,2022-05-16
0xE6E7E95FD727C2ADAA6EF6FA6E59BD8E,0x2C87CDF49E8E17A0E7DD36E5F64DCDA6,$15.00,True,2022-08-15
0x50830BB115EC99188EFC897241CACDBF,0x552514957710CCEB2ACF8155588CBE29,$50.00,True,2020-04-20
0x738E036469D8427E268DF438A73CB242,0x2B978176ACB5EE976B3258EBCE83DF58,$150.00,False,2021-01-21
0xE7E7B906A50001B93D5121CAD1273A6E,0xC238416542BCE536F22CFA88770170E1,$0.00,True,2022-09-01
0x32E5ED21EB673EC31A3393E7B1658DB1,0x21C773781E10DA92A31F49A3B8F2C601,$12.00,True,2021-12-22
0x07AF5CC3188F69B70248673F93CF1E62,0xAB7B829B9A1721326A19A7131A2659CC,$0.00,True,2020-06-15
0x113A3FD689248EFC26E9D6C8B7548027,0x75010D6C0F18EEC43131780D2A017785,$66.66,True,2023-06-17
0x10DA00901E021E353ACE6AC32F2955DD,0x6CF1B1B8F8CCB4FA7E3BF638400C6694,$12.00,False,2022-03-15
0xDB172D7E37B4AA702FCCF687C407FAD6,0x8F92094AFF6483C836DDD64B583B693B,$25.00,True,2022-05-16
0x0E54365EF7E7355BA0B5ED63F82ED070,0x082D5A63A1CC731262F23F69DA3D966A,$4.04,False,2020-02-20
0x5F6076965F360DF8A9B1F373647119C1,0x43EE6AAC34728BF913887055EE20DF47,$0.00,True,2022-11-15
0x5D08C1998FD7DAFD1F45023490A1BBC0,0xAB7B829B9A1721326A19A7131A2659CC,$200.00,True,2023-02-15
0xDB535D7E7C088D30AD1E6B1ACB1BC5EC,0x6CF1B1B8F8CCB4FA7E3BF638400C6694,$25.00,False,2022-07-29
0xCB9443D8F71763117839939BA28A38DD,0x7EF7A02AB553B0364C2E521C9761AE1E,$20.00,False,2020-12-21
0x80D74D32FAF0B679B262200EEF0D0084,0x3DD55AD1F272D1D86A0FB3BC30CF8B4D,$25.00,True,2022-05-16
0xAA7CD90A7B6267E8F9381A6CFA916E9E,0x407FC19769CA64841C2FA51A2F659091,$20.00,False,2023-07-15
0xD72B15CC79F07B3D1E7CDA226CB86FF4,0x915ABA8DD9E0C5B33CFC9D6BEE5128F3,$28.57,True,2022-05-11
0x3971D2418B64C1F04B3C3899A135A9EB,0x81D162E847E4B4DE37C9134BF59EE1EA,$10.00,True,2021-03-31
0xE6B896055860B531F187C12506AAB6CD,0x7534561D934A2D27184E21A28168BE56,$100.00,True,2021-05-15
0xD4E3990117CD34EB884A47E0816BF251,0x66E318F80E6F87EC0B52C8E6DC84D6E3,$30.00,True,2021-09-15
0x89369FDD8B13FC3C49CEBA818F27F270,0x348B11CA1389DB1D11740047E10DF276,$0.00,True,2022-05-18
0x06A912EB0589DA5C2A52B5E0FC9418F6,0xAB7B829B9A1721326A19A7131A2659CC,$108.39,True,2022-04-15
0xA67018B9712757D42E1B8DA21748F5E6,0x52D04490CFB2FC2F7C51F21ED6354D76,$40.00,True,2022-07-15
0x5C876470CA2D16E99FD62A81F8CDC471,0x800AEC7C80836ADA761438BBC744F7C9,$51.50,False,2022-12-15
0xA72AFEA6CAA765E7249DF92EB66C56EA,0xD34FE50ED1B96D1C9D2308CD86F13530,$0.00,True,2022-02-15
0xFE07812AAEA8B787DD390E9B58461C7B,0x9470A0F9D8465CFC4E0D2F05829CB3A4,$45.00,True,2022-07-29
0x06D46DC235749275FEEFAD078AA176CA,0x5D69AC59187D4DA14B6AF2BF932EA5BC,$63.70,False,2021-01-20
0xF532C5B315A0450D7D542717890F9923,0x383A81278486E1FF7C3D49196E75E76D,$122.50,True,2023-05-15
0x31276294304B22E3E05A08689410587F,0x2B978176ACB5EE976B3258EBCE83DF58,$0.00,False,2022-06-30
0x2C64CE9EE63E803A5DE8C47D27DF7692,0x670E1A94177FF3969DAC89F93922A578,$11.00,True,2020-02-17
0x27C7615937DD8197ADC8EE77FD3456D5,0x8DADFDCEFCF5F3E6C6074FC2D77977C4,$20.60,True,2020-09-28
0x5B4900E27687D1912B1C206057B5ED6F,0x6AF43D7FEF2A4BABE76328F3413656F6,$20.00,True,2021-07-15
0xE7936F62E14E0A0C14734060479F8759,0x09D3E4EAE1D245002E0486D0875091FF,$0.00,True,2022-05-31
0x15BC8521A0451033899F28F2A260B42A,0xD083A5F4F4F72692A34F42F39C9ED7D9,$861.43,True,2022-08-26
0x2A5848A2591DF7A0C4A9B5E676DC6A56,0xC0EF419EEA8B5ABDB35873C324CE016E,$20.00,True,2020-12-13
0xA9F5443A717289F09F7D414C52345F6F,0x91ED5B634CB818473B2DFE3CDCA9BC51,$25.00,False,2021-01-27
0x3550527C36CFE6F92D22C23683919B38,0x7B037D19AE3F8EC5D55E29B0EDB742A0,$0.00,True,2020-12-31
0xD6640B3D5FDDBBE3F79502076E6DBA8C,0x6EA33453C967D7CF47A136E1C2A810AF,$7.40,False,2023-02-15
0xB18237C35B235F74D113C377FBE85152,0x68A7A6E440572935E030666656BCA916,$7.00,False,2021-02-15
0x8C4E1A9C97BB76C53E7A05A8848C48A1,0x3F36434D006683AD950EA8CF1A1C2B09,$100.00,True,2020-08-20
0xF90D5FD99B2745180F676F640E742F47,0x7D3B22ED583D8D79613725A41D36E045,$30.00,True,2022-03-21
0x01BE81426A2CF8A874D6DA24EAE75179,0xD23603A440BB2357CECE3A27321EDA91,$50.00,True,2020-07-20
0xBABA828498A3D80100184E788F47213D,0x2171FFF21F7122A9FAFCA3097168548F,$200.00,False,2021-01-15
0x6BAECED72D5F749DA8715BC2E7563FDF,0x407FC19769CA64841C2FA51A2F659091,$20.00,False,2022-05-16
0xDD13D5BEBF33BF86C31B9B2CE3E6FC92,0xABEE7F113182E1B06B64D4BB7C80B308,$0.00,False,2022-04-11
0x3E0F46BA52F9EF9187677D9658C7D065,0xF5CE4E202638DBCF816C43008FC53E93,"$3,140.58",True,2023-01-09
0x5B9BC1F160971747B0D15256D396F3C1,0xB969AACBF1099B04D0CE9D4CE82F0D76,$33.33,True,2021-07-20
0x6293EDB0B9EFB845113BAF20CE65A49B,0x82D72E818DDE50BC644A51B9F12B9F16,$12.50,False,2022-01-14
0x74085F22A986BF9C8F7C10D54E614EDD,0x91ED5B634CB818473B2DFE3CDCA9BC51,$25.00,False,2023-03-15
0xDB24DBC8DBAF07878A57A2025C4B7879,0xDF4DCED810D26F1E63A8E83FF0F319AB,$50.00,False,2022-05-17
0x4E99EC8BB909C91ED614711C6A6A5D64,0x52576815EA8A926EBE54DF1CF0485148,$350.00,False,2021-03-15
0x0840AC59FCC9D802771B7D1B68655D61,0x9087FE88FFF0E124667457DEC55E54DE,$82.40,False,2022-10-15
0xBD6C4C4EE74CCF6456C0FF1FE22D57EC,0x91ED5B634CB818473B2DFE3CDCA9BC51,$20.00,False,2022-04-12
0x40D19D12CD7309FB54E40FC404383920,0x52576815EA8A926EBE54DF1CF0485148,$35.00,False,2020-09-21
0x307093158D4D098EDFC458729366CE93,0x9DDA368F412BBEE5C5665883747AA273,$57.00,True,2022-05-16
0xE9B6A86F04C3CA54493815E966DA3FFD,0x339C657F8EA764851D4AA5406E4DA4E2,$35.00,True,2022-11-15
0x00C647C9BFFBC5B908DB8BCD1442B90C,0x451F0817D93558027EAD6ED86CA458B4,$15.00,True,2020-11-20
0xAB177C6001D65499F63F464AA32C1CD6,0x89A21DEC60F99ED44EC6964663D33B63,$30.00,True,2020-02-20
0x0F76DB9BADA977ABFA8FD4024BFB250D,0x91ED5B634CB818473B2DFE3CDCA9BC51,$7.14,False,2020-03-27
0x260EBCDB1B5AD01A5003BD632B642408,0x33C20EC30AC3D36C183B71D521E91E75,$40.00,False,2021-09-15
0x581B23807CC64B93462445B52B57ECB3,0x08F82082133D69D6CA4EB5A1A720124C,$40.40,False,2021-01-20
0x8D74CB4E33FF0390604C77ECD335CEEF,0x10E698364595122C07A83FFA2A62EE0C,$100.00,False,2022-12-15
0x13727D927780F86832AC3214DA8E6EBA,0xDCBEA94A0D221AAB8FF137E8CEC28645,$100.00,True,2020-10-15
0x8D180368F686D890F23EBCE9A23C3BC9,0x57B109D317B234B419FF4D0BDC679EFD,$30.00,True,2022-09-16
0x87DEC69B1DF2F1F1A1ABF9FCA43B1A8D,0x190F82DB0B2FE803D6BF6540D4E8EECE,$0.00,True,2023-08-28
0xD1F7DAF32EF1F013A1C5523CE81B4203,0xE93DD76E854C2549C48DA85B6A4593CC,$200.00,False,2022-01-15
0xEC5B85BED3F77141B5EB086400EC9B9B,0xE9C4F011EE87098FA5AF82D9C1B0EB4A,$20.00,False,2021-12-22
0xB2AC8FC0774F9FB3AA604A9548F98F04,0x8829F5EB1D268B57F2F4C039AFDB91ED,$499.23,True,2022-10-10
0x4B08CDDC0FBE54CB70A83A4EDBAFF385,0xB14A60BAF497A3AB8FA3A187F5DA70EE,$225.00,True,2022-05-16
0x28F11D4D3F9F81D3EB3D47FCA8756630,0x624024C4E432A3D66E8E3B26F606D6AE,$0.00,True,2021-09-09
0xB6786CC374A653372C912395B755AC81,0xA831185DD068693ED84A3AC39CD35E85,$3.57,True,2022-01-14
0x2C5136C714A8CC92D82D8C2DC2945BDB,0xA880CF90B582F1A767309E91262D27AD,$100.00,False,2022-09-16
0x0554BB2C95DF9F01BD953225E94DA004,0x9B18395B49FE587073471C4FCCAD9623,$30.00,False,2022-05-16
0x44CA96D456CDD97997DBA85C55F5BABA,0x8805128E7543ACC9B9BDF4785B3C61A1,$0.62,False,2022-07-15
0xED816F08948E1B6897018236790C74C6,0x752B95389305BA0546668F1D5AD9AF7B,$25.00,False,2022-02-25
0xEC0C66EFE9BEC11044A5F0E2D3F0917B,0xD8D89FBF5FFCA7949CC52AD883A67B70,$86.74,True,2021-03-22
0x182AD0C7B25F3512A6F00DAA7B582359,0x053E4969037F9FA2963E4027166680CD,$1.57,False,2023-05-15
0x5D26749AA5EA79C18BF8F92EBB39A33B,0x127DF385DAC26644BC5B96851EE42713,$0.00,False,2020-09-21
0x5F6111F3956F6D166486A9257CD8D83E,0xB407BEC47947E6738677E093AD460EA6,$0.00,True,2022-08-15
0x499D38FEF91D3DC420B98D4F20342A40,0x2B978176ACB5EE976B3258EBCE83DF58,$0.00,False,2021-08-15
0x878BD069DF8F0719BEACE131BA8BD37E,0x8ECA1AB3829ACC9EF6A7DC8AB6D648EA,$15.00,True,2022-05-18
0x9BCBB0A170391176D2F1E43BA0D451AB,0x5F72F865F81330C7F877206A4FD6DAE2,$20.00,True,2021-10-15
0xF606E11D5C568BFDBE89FBB7C288DD67,0xBF3629995D4A0310FC5EF7DF395BFB40,$200.00,True,2020-02-20
0xDAC1E6CA72B91E86FD112DF4D6BAA26D,0xA649FB02ECD7DFB154053FB09191344F,$8.33,False,2022-03-15
0x240AF751F777A990FBB31E6F445C996F,0x52576815EA8A926EBE54DF1CF0485148,$100.00,False,2020-12-31
0x033EBE44494025AD3301603CC0C1CEA9,0x1851C225B12D9DD513CB94666BE5017C,$111.24,False,2023-05-15
0x6A391B25F32FB932257B56250824DC77,0xD3CFB1E1A5978DE576D161E4269DA9D2,$25.00,True,2020-08-20
0x6F1FDCCC399A826E86134613E26CEC8A,0x567BCCE44331410661162493935D764C,$100.00,True,2023-04-15
0x99758FDB7C48D2FAEB5FDA7FC488C32D,0x800AEC7C80836ADA761438BBC744F7C9,$80.00,False,2023-05-16
0xCB0FD546FA6DF50D546C4C3FF7181600,0x68A7A6E440572935E030666656BCA916,$36.00,False,2021-05-15
0xE34BFF230105ED5B0614E8A1589C1109,0x14971A938EFD060BC3E515822A25D1C7,$10.00,True,2022-01-16
0x4C059D8A5079DDB6CC24F9B5A649B6A9,0xD445DE4D71CF6EF7B508974D3DC4BFB4,$15.00,True,2023-05-22
0x3D04767E88B51836193DE1EE414266E7,0x76600B5C434BDB1517BAB505BD8A22DD,$103.00,False,2022-11-15
0x284DEF931BC36E66F70A71FD004A345D,0x68A7A6E440572935E030666656BCA916,$400.00,False,2022-05-18
0x35D3F59A43C86BBDBBB60BA687FE03CD,0xAB7B829B9A1721326A19A7131A2659CC,$20.00,True,2021-02-17
0xDF7C0ADD58B63C9C854BEF2FBB832866,0x6A36D515335A7FD0617066CC6DD96E1E,$17.00,False,2022-03-01
0xAC99FA66FB6D0C179FCCB5D616988610,0x692C721FA1557879E30F0154A14BBD29,$0.00,True,2022-08-15
0xC71491307F326F5D47D1FE024B3D2A54,0x04E882ECC05CDE9870021E883D67399F,$15.00,True,2023-04-15
0x624F122FA2F4F9884BE5D92262BCEDED,0xD34FE50ED1B96D1C9D2308CD86F13530,$8.00,True,2021-12-31
0x8EF60BD5659820E6C9DC644C65E55D91,0x91ED5B634CB818473B2DFE3CDCA9BC51,$57.00,False,2023-06-02
0x3E3F1A6FDD6E2CB6FB8E9DAB39E9F6D8,0x6A853BDBB20C2BF80EDE04FBF293E920,$12.00,True,2022-05-16
0x2896DA20A170F07EEB3F4BCF03745578,0x6CF1B1B8F8CCB4FA7E3BF638400C6694,$30.00,False,2022-05-16
0x3E6195A2145FB897979739C4499A30E1,0x234E0D77848877E736EB1BC6A3D983E0,$10.00,True,2023-06-15
0xF1E34F139FC01D467A64D5A2342E78C6,0x75006FECC9C28B1E06054B00B44B2AC9,$10.00,True,2022-05-16
0x2846BD1D73484E1765045A5FC4295761,0x716B9F1EF7F5686C7E4D477790C66E56,$0.00,True,2022-02-15
0x0188C1B27ECE3A1916116F9E8D19C2FF,0x6CF1B1B8F8CCB4FA7E3BF638400C6694,$3.60,False,2022-05-31
0x6581A20CE58E1D3818378AB67CC400C6,0xA710DB47B42FDDD5195C1AC6E9399D4A,$20.00,True,2022-09-16
0xBE1387A28E9DAB91DB49066788F89E05,0x69E316CB9679039980C064D46E6F5E43,$10.00,True,2023-06-16
0x89866B44A17261815FEC89F5523B9394,0x2C735E28B560354DFFF0BE75D4C12768,$40.00,False,2020-10-25
0xD69AA81BB748ED89004B038E35F8F71C,0xFC508D02F2FE407F99274F815269DE60,$0.00,False,2022-06-29
0xBEADC3D790B61C08168ADAF599ED8088,0x7965F2BBD9EFC1BC1D9EB30964B01489,$50.00,True,2022-03-15
0x7C3782F5AEB8C2AF66565CE70EAF1BB5,0xA58E534E0F827D7EEB2D7F7E9956E1CF,$25.00,True,2022-05-31
0x336D0233F8BD632BF39E3B7937903AD0,0xE5FB5CE2E3AD8FEF9BB8B70E5FD89573,$0.00,True,2022-09-06
0x367D7B9874DCF98B4760E4BB627E0FA7,0xEFB2835D9E7B30190997B5EB2E183271,$0.00,False,2022-12-28
0x50857B319D01627947D5170C5936D486,0x86F048CD4610AE0BCAD51EE840EECAA9,$1.42,True,2022-05-31
0x4FE594903D05762E0FC8B8386687B38E,0x3C74A860F4C30EAF1EED4B9E9C2B24DF,$20.00,False,2022-01-14
0xF7F1E3BE5DEF59E92C19916EB99B188C,0xE2A80A6382087EB1CBF35412550E2003,$10.00,True,2021-01-28
0x8121943137510C5FB455476038D6BF51,0x30C2B5E950B3F94998182657A6A50BD2,$25.75,True,2020-09-15
0xEEEFFE03BEA3C857E084AC5589596371,0xFAA29666B5D721CFD0143B92DC2B4A60,$51.50,True,2021-12-15
0xE44E99943212CCA67DDF3039B0799833,0xAF7C96683ED3958C454970C3C5EDDE5D,$0.00,True,2023-08-15
0xC91E3203D2F76DBF8D286C353FB79C3D,0x4420AED925984D97584005DCF78AA403,$257.50,False,2021-04-20
0x117BF5C47A573CDB257C3D3DAA4B6594,0x04E882ECC05CDE9870021E883D67399F,$12.00,False,2020-05-20
0xA2037379272C94C1E108259F224DFC84,0x80A6AC32DE89E861EC0BED3D30180894,$10.00,True,2020-07-20
0x2577FF013ED104D1CC2B747C074F43CB,0xECB62C9C4455DDA9DDBA8DAD47D38B8F,$100.00,True,2021-12-15
0xE0183F3688792899D8E2B354AE4576B2,0xB67485305E29AADA01FF6590AD9F544E,$35.00,True,2023-07-15
0xCD75824E313AB727E8B5BB882F0F2EAD,0xF9E0AE7E8D3C2DE492AE0C8BE4D099E4,$103.00,False,2022-03-15
0x5D780F30954546A2C8DC50396B5EF944,0x5744BE9992B441C1651A1698977D95D4,$2.50,False,2022-07-25
0x53C634B3E2514AADF3A17360F8554D4C,0x2ABFB42F91DD227BBBF911AE89D3488B,$35.00,True,2023-07-15
0x495F91652CAC7F6A681122492CFDBD7A,0xC1638AC40976514922330766B0CDA0E1,$20.60,False,2022-05-17
0x2B6B1586ADA635CB7D8DDFC8430CD021,0xFC508D02F2FE407F99274F815269DE60,$30.00,True,2022-05-16
0x72BD30B3D9783F45DAE4DAE26DE9B59B,0x52576815EA8A926EBE54DF1CF0485148,$60.00,False,2021-12-31
0xEC793F199987CE73F02CC3ECF7CC44D6,0xD525444F870719C82256CD8076C700D3,$600.00,True,2023-04-15
0xFEFFB4C70FE60DD03C149B072166197F,0x5D69AC59187D4DA14B6AF2BF932EA5BC,$20.00,False,2021-08-15
0x9D51B05A94400D21BAFEF0D06F1C1D56,0x86B50544229917524D5CE2453D61096D,$50.00,True,2021-01-20
0xA6609002E63923D2E6041D57A19E2029,0x7A2BAA5E74BFF738965CC2CF910DB5BA,$25.00,False,2020-06-22
0x6D8401084534BD27327965407216B9F7,0x6A5DAE3C7DF115A891F9F669F116BDA8,$20.00,False,2021-09-15
0xE17C1F0CC81219830CFF52406EBB1D02,0xD2617146EAD337D7B021D59DC02F9D5F,$25.00,False,2021-07-20
0x09FDEF2E2A5CC60D7C194B9032E7809B,0x8041DF0D679AEF5B24B7BEAFA1AE96DD,$40.00,True,2022-02-15
0xF919CE674CB7A54DA4A4F3011DFDDA86,0x800AEC7C80836ADA761438BBC744F7C9,$15.00,False,2022-05-31
0x97910DBFC673C367A607997A3606FA51,0xF56301A5864391C11D651CD02CD0759B,$30.00,True,2022-05-31
0xBCE3107F27D001789FA373570047E408,0x3F36434D006683AD950EA8CF1A1C2B09,$51.50,True,2022-12-15
0xE09B87F000F6F839A180C2499BE83208,0x52576815EA8A926EBE54DF1CF0485148,$4.04,False,2020-08-13
0x624CC2B13686A7CB2897A716AF4E5F2A,0xB67342869E193C64D9BE892CFB69F298,$10.00,True,2021-03-15
0x5BCED8856C47FC8B479783593BB4F103,0x71473A47DE52855E88B3793CD8448451,$0.00,False,2021-09-15
0x6E60E0B9F9B8BD36BFF897D4B3632974,0xBB3B6EA18D58BF74A63DA74E3E2EF76F,$20.00,False,2022-05-16
0x2E4A172C721FB50DC0E64C754B8D4BB7,0x517FF8EB77D1B793AA4D2CBA5DBB40BB,$25.00,True,2020-12-21
0x5B1D6CAF61DEA57956738A8B0912AE5C,0x3910561AD740163A5A4A17BAD1DC2190,$5.00,False,2023-06-23
0xD6DA55ADCA99A59068ED3A63B067FDBC,0x9DA52C324498BD75DCD658ECF5095FF5,$20.00,True,2020-05-20
0x7E19462F97F4E6B4056FC1A9A85BDD02,0xCF439C1828E5897F7C0F67A36D8A18FE,$30.00,True,2022-04-13
0xF2742CA8B483393F2679411A3DEB1EF6,0x155E10DA66B67714043EC779AAA570F5,$8.91,True,2020-06-15
0x39F173EB3F48A5A6EA3C3F0E392FF591,0x9087FE88FFF0E124667457DEC55E54DE,$35.00,False,2022-05-18
0x87E97F5E1A6BA28598511EB4B7E8E74D,0x152B6563EF9296411B675A8F8EA518A3,$50.00,True,2020-06-22
0xECE9B592B40FFEBB13FEAB397708AF6E,0xF6EA604C11DC76FBC958C308146173C8,$30.90,True,2021-09-15
0xF8F7C96B445A024401BB52592EC6514D,0x407FC19769CA64841C2FA51A2F659091,$51.50,False,2021-07-15
0x678511755338DF75F48DEAECFF3DE30A,0xECB62C9C4455DDA9DDBA8DAD47D38B8F,$20.20,False,2020-06-15
0xDCE77C2C09B2D494374EA5A0D00376E8,0x752B95389305BA0546668F1D5AD9AF7B,$55.00,False,2022-08-30
